1+5+2=,8,-4,12,A,no,2,559,601,602,774,322,698,398,429,709,729,,902,656,677,,559,794,633,611,645,527,559,419,655,870,622,484,376,591,591,493,623
1+2+7=,10,-2,12,A,no,2,527,504,645,,322,720,601,526,709,999,613,934,880,741,677,655,708,430,666,,537,516,837,859,548,838,483,,665,494,558,719
1+5+4=,10,-2,12,A,no,2,364,666,719,709,332,505,580,601,784,590,,762,773,731,483,516,804,611,570,633,805,,720,548,666,633,634,440,805,494,569,322
2+1+6=,9,-4,13,A,no,2,386,526,504,731,376,581,462,579,741,708,656,1052,666,441,569,548,580,559,591,859,441,623,612,494,537,795,483,440,590,450,,666
1+6+2=,9,-4,13,A,no,2,612,,632,676,397,600,,655,720,709,611,955,,557,602,408,569,570,570,687,773,494,655,505,623,547,570,451,548,568,462,655
4+1+6=,11,-2,13,A,no,2,602,439,612,806,419,698,525,473,677,763,612,,644,580,548,601,611,,688,655,473,590,559,483,902,698,537,504,752,623,473,
6+1+4=,11,-2,13,A,no,2,,559,569,730,418,602,408,,439,741,579,675,634,687,837,537,623,494,623,677,709,579,666,387,569,623,484,398,,548,,676
2+1+3=,6,0,6,A,yes,2,461,547,504,559,408,472,462,602,590,709,548,,645,645,591,483,440,773,472,,698,494,579,,515,666,515,516,622,547,537,548
3+2+1=,6,0,6,A,yes,2,398,548,505,580,375,558,505,484,805,762,559,794,677,602,494,,590,495,516,751,494,773,580,462,612,858,548,419,720,591,570,644
2+3+1=,6,0,6,A,yes,2,440,548,612,570,,708,482,537,762,870,,784,665,570,537,505,740,515,645,816,666,538,666,462,559,677,527,440,613,494,515,742
3+1+2=,6,0,6,A,yes,2,461,526,537,591,354,601,622,515,677,720,547,784,783,817,709,473,752,473,591,537,601,731,591,440,580,752,548,451,688,472,558,656
1+2+4=,7,0,7,A,yes,2,505,526,537,645,385,612,462,440,837,740,612,741,720,655,655,461,623,548,676,859,752,676,773,461,602,613,495,505,677,526,484,645
2+4+1=,7,0,7,A,yes,2,418,505,580,559,310,559,515,494,817,602,515,580,849,590,590,,633,461,590,613,483,504,471,451,429,665,536,505,686,440,601,559
2+1+4=,7,0,7,A,yes,2,559,537,558,570,321,580,525,430,602,612,612,709,602,,611,579,623,537,462,795,527,527,569,441,,763,612,,591,516,484,613
4+1+2=,7,0,7,A,yes,2,494,473,559,655,398,548,547,547,687,613,612,720,494,,644,537,591,612,515,559,699,301,633,462,,698,548,441,570,472,558,697
3+1+4=,8,0,8,A,yes,2,472,548,730,687,440,772,418,602,763,815,633,752,,623,677,633,774,656,548,613,622,257,,440,516,516,462,407,804,505,494,752
2+1+5=,8,0,8,A,yes,2,537,462,505,687,462,591,493,527,720,644,591,827,741,526,612,526,602,602,601,559,794,569,569,494,451,558,483,,644,580,472,623
1+2+5=,8,0,8,A,yes,2,590,580,538,677,386,752,548,462,752,613,623,709,697,570,623,559,258,580,645,633,613,623,536,472,526,838,569,376,709,569,548,1010
3+4+1=,8,0,8,A,yes,2,505,591,559,580,,,,505,720,752,387,580,719,655,666,785,934,720,,730,580,686,494,622,526,525,473,462,612,591,441,687
3+5+1=,9,0,9,A,yes,2,504,548,462,516,462,548,525,505,591,613,558,731,913,495,569,505,516,634,494,580,430,419,580,461,,538,504,473,709,548,494,741
1+5+3=,9,0,9,A,yes,2,580,505,762,538,387,547,493,483,623,,515,762,1053,579,,505,741,623,505,612,687,570,,461,,623,548,,612,569,494,656
1+3+5=,9,0,9,A,yes,2,484,,579,622,418,644,461,440,569,644,,827,612,644,613,516,515,623,516,784,440,688,623,484,471,688,516,505,611,515,473,569
1+2+6=,9,0,9,A,yes,2,494,547,548,611,387,688,536,505,580,741,741,,784,611,613,548,559,622,494,720,451,656,,472,,570,547,547,666,601,495,752
3+6+1=,10,0,10,A,yes,2,472,816,462,676,418,752,419,397,634,581,,698,,472,579,536,708,,494,881,547,901,527,462,462,675,570,419,515,580,450,612
2+1+7=,10,0,10,A,yes,2,730,559,515,580,366,698,761,504,611,828,655,645,709,742,537,494,601,612,581,623,537,611,698,516,461,,666,429,784,548,376,881
6+3+1=,10,0,10,A,yes,2,709,516,494,644,343,516,440,505,633,623,494,665,752,527,,505,677,472,548,644,527,,516,398,686,612,537,418,548,344,580,719
2+5+3=,10,0,10,A,yes,2,632,687,580,634,440,580,461,,666,666,537,,741,537,611,494,,537,569,,708,612,580,484,580,634,462,462,698,516,473,870
1+4+6=,11,0,11,A,yes,2,516,558,462,697,419,462,,557,677,870,569,1010,849,654,,643,591,612,687,784,409,548,623,612,612,537,494,,730,559,515,622
3+6+2=,11,0,11,A,yes,2,666,484,559,859,365,,515,558,773,644,590,924,956,527,612,591,537,580,654,838,505,526,612,590,602,688,483,504,720,,462,730
4+6+1=,11,0,11,A,yes,2,580,677,505,752,408,516,559,515,763,752,634,805,741,429,516,590,741,741,730,752,623,494,514,516,601,591,504,409,817,569,548,473
2+8+1=,11,0,11,A,yes,2,569,569,656,688,440,601,516,515,559,751,613,,709,580,,558,473,537,601,815,676,601,709,687,558,751,634,547,623,559,527,
8+1+3=,12,0,12,A,yes,2,484,537,515,688,353,741,559,686,677,881,601,559,762,580,654,547,622,644,655,698,785,623,634,514,,891,665,419,632,558,451,795
3+8+1=,12,0,12,A,yes,2,504,602,632,601,418,494,568,623,838,623,613,902,654,612,558,558,633,784,742,655,462,580,570,493,569,676,494,515,730,677,558,527
4+3+5=,12,0,12,A,yes,2,494,525,462,762,365,591,558,515,880,579,612,881,763,686,686,591,602,591,591,622,613,686,902,688,612,762,504,408,623,644,397,
9+1+2=,12,0,12,A,yes,2,408,580,547,923,430,687,559,397,623,763,559,816,784,612,806,537,730,483,665,622,655,451,677,472,526,676,526,409,634,687,602,612
4+6+3=,13,0,13,A,yes,2,666,472,633,677,428,633,612,311,784,783,536,815,698,580,613,570,601,505,591,612,579,741,634,902,505,537,568,451,570,559,494,666
3+8+2=,13,0,13,A,yes,2,602,634,602,741,407,494,527,516,634,667,516,,719,612,581,570,601,698,656,699,817,558,602,516,547,838,494,536,526,527,504,698
7+1+5=,13,0,13,A,yes,2,515,548,622,,343,623,536,559,698,698,526,816,730,676,,548,602,471,515,677,795,494,644,,612,559,580,462,708,591,537,709
8+3+2=,13,0,13,A,yes,2,559,505,516,742,333,600,451,538,558,666,,,613,612,622,590,644,451,558,,548,516,612,494,687,601,666,343,612,569,590,655
7-2-4=,1,1,0,S,no,2,525,472,505,579,322,527,385,483,709,559,495,795,1256,601,,526,,,484,774,645,579,655,504,494,816,515,514,903,559,440,709
9-6-2=,1,1,0,S,no,2,526,462,643,602,451,493,462,495,645,645,,740,772,644,559,440,989,591,589,677,645,558,913,451,527,623,526,494,558,484,515,580
8-1-4=,3,3,0,S,no,2,482,462,,580,430,494,333,526,569,859,493,774,763,645,515,386,613,558,494,902,462,590,516,,,676,515,462,795,,397,494
9-2-4=,3,3,0,S,no,2,505,451,601,719,365,752,537,547,666,666,494,591,987,,613,482,461,494,516,892,666,569,817,408,472,655,623,547,580,601,376,
7-2-5=,0,-1,1,S,no,2,440,611,612,827,451,752,634,589,729,557,623,1063,579,570,,473,773,688,495,,785,731,956,666,752,,697,398,,720,462,784
8-3-5=,0,-1,1,S,no,2,645,633,612,720,472,569,,612,763,354,569,945,569,720,580,602,666,655,611,655,699,688,720,396,419,838,602,495,494,656,591,720
8-2-2=,4,3,1,S,no,2,656,569,,311,355,548,623,452,741,516,,762,795,687,742,655,494,644,601,719,547,580,698,1106,741,860,548,548,730,559,591,827
9-3-2=,4,3,1,S,no,2,484,612,494,1051,462,731,601,666,708,590,612,1064,697,666,580,656,687,645,537,,752,666,602,526,,881,514,452,795,483,558,666
5-1-1=,3,1,2,S,no,2,763,527,613,838,429,515,591,611,634,612,656,677,774,752,677,612,,,580,731,537,558,644,526,634,,537,355,536,494,634,
9-5-1=,3,1,2,S,no,2,537,526,570,548,397,579,591,504,816,709,784,816,644,688,590,569,591,644,590,762,892,634,527,419,537,773,612,418,623,,515,
7-1-1=,5,3,2,S,no,2,537,548,622,676,473,547,483,311,827,730,688,999,698,613,741,590,719,461,611,666,536,686,548,632,537,676,623,386,580,623,570,676
9-1-3=,5,3,2,S,no,2,613,321,537,537,430,505,568,666,677,677,644,859,720,634,645,546,580,482,677,762,816,580,633,601,536,1053,720,408,699,472,558,580
6-5-1=,0,-3,3,S,no,2,709,462,611,505,,526,483,526,752,612,806,644,505,,686,666,655,452,547,591,752,612,654,,526,526,515,354,525,527,,654
9-5-4=,0,-3,3,S,no,2,495,462,440,602,429,580,419,527,828,763,709,956,731,548,559,515,762,645,580,483,622,656,848,569,256,515,655,450,644,536,557,494
8-1-5=,2,-1,3,S,no,2,429,419,537,817,430,569,504,505,644,655,622,365,601,570,763,515,591,515,581,688,817,558,537,473,537,483,547,419,677,505,494,601
7-1-4=,2,-1,3,S,no,2,461,547,548,773,386,558,515,634,763,634,591,847,548,795,612,483,558,634,557,473,762,516,762,548,462,602,568,494,613,386,484,548
8-5-2=,1,-3,4,S,no,2,527,451,516,634,398,559,462,462,655,505,516,731,591,559,611,537,623,611,600,720,741,859,536,461,,623,611,504,536,591,493,580
5-2-2=,1,-3,4,S,no,2,504,462,493,654,,602,483,548,698,634,666,687,708,601,633,483,569,333,536,817,,870,634,441,569,612,516,462,632,612,505,547
8-2-1=,5,1,4,S,no,2,581,516,569,612,408,473,439,483,602,569,537,666,752,354,698,559,591,527,591,752,537,580,709,462,548,472,548,516,677,720,462,612
9-3-1=,5,1,4,S,no,2,473,462,525,677,452,483,439,483,720,623,602,794,601,688,666,580,623,536,602,763,752,741,655,537,515,569,580,462,461,655,504,429
4-1-1=,2,-3,5,S,no,2,569,505,537,644,440,451,526,655,752,547,482,794,623,,622,527,591,516,516,709,1052,602,,527,623,580,527,569,622,570,548,613
7-4-1=,2,-3,5,S,no,2,472,494,612,623,439,,407,515,762,611,730,623,741,580,569,548,655,634,516,623,903,633,590,665,473,602,570,547,601,526,473,
6-1-1=,4,-1,5,S,no,2,602,461,677,558,429,656,503,580,654,699,612,827,602,526,473,484,838,527,579,741,709,600,655,634,569,451,590,580,612,569,440,612
8-3-1=,4,-1,5,S,no,2,494,655,569,665,419,624,527,527,827,,,762,570,569,473,547,602,611,569,794,773,687,761,483,579,666,,537,462,483,505,569
7-3-4=,0,0,0,S,yes,2,441,471,483,613,419,462,504,439,634,559,525,546,644,494,559,451,590,591,514,,515,623,591,386,580,1031,591,504,430,493,494,612
8-6-2=,0,0,0,S,yes,2,387,398,505,634,343,601,505,440,613,537,568,623,632,644,602,418,548,504,537,677,708,579,741,452,353,,504,430,515,547,429,
5-2-3=,0,0,0,S,yes,2,527,451,559,,451,472,515,,654,591,538,785,,645,612,495,558,698,527,676,785,655,612,440,655,558,537,472,591,622,494,860
8-1-7=,0,0,0,S,yes,2,548,417,505,,376,,430,483,601,462,472,601,548,537,515,429,548,569,495,709,514,591,,493,,644,526,440,838,591,462,655
8-3-4=,1,0,1,S,yes,2,,709,632,666,439,838,515,602,795,805,,795,516,697,494,600,622,709,504,902,312,729,,591,591,752,558,473,731,580,471,804
7-4-2=,1,0,1,S,yes,2,612,709,698,462,409,311,612,,526,719,,784,719,569,666,709,698,462,698,859,666,848,645,591,623,827,688,441,623,559,,892
8-2-5=,1,0,1,S,yes,2,516,591,655,633,311,537,471,569,548,601,677,741,709,623,526,462,580,644,579,687,709,537,935,655,623,902,665,451,428,483,472,655
9-2-6=,1,0,1,S,yes,2,633,548,591,495,397,601,536,505,772,817,612,784,580,634,559,,612,623,569,730,589,806,,559,623,988,569,484,643,752,634,848
9-1-6=,2,0,2,S,yes,2,601,580,698,,418,612,688,644,731,761,602,752,773,634,527,515,645,688,688,784,581,709,570,632,612,774,569,355,688,462,622,494
8-5-1=,2,0,2,S,yes,2,623,623,568,783,537,580,569,547,666,,547,1052,826,697,547,,967,602,537,859,548,688,623,527,623,762,591,461,623,558,602,612
8-3-3=,2,0,2,S,yes,2,409,580,548,526,354,279,396,613,924,817,741,934,,,698,537,720,483,591,763,719,,601,655,709,762,623,547,537,505,558,462
9-3-4=,2,0,2,S,yes,2,354,537,537,537,,655,601,708,558,816,709,827,494,699,570,527,666,709,581,,849,676,655,504,397,720,569,417,687,633,569,613
6-1-2=,3,0,3,S,yes,2,472,472,527,,408,516,473,516,526,665,591,731,644,752,580,376,656,558,537,569,687,623,687,482,613,666,494,419,439,580,548,719
8-1-4=,3,0,3,S,yes,2,428,494,548,589,418,559,483,514,,643,622,795,655,656,806,666,666,494,558,731,,515,601,,516,838,503,471,580,494,516,816
9-4-2=,3,0,3,S,yes,2,494,462,666,634,344,591,633,655,611,579,666,945,1182,677,665,322,591,482,462,816,858,569,634,526,484,946,548,376,537,623,504,537
9-1-5=,3,0,3,S,yes,2,462,591,633,633,472,,516,590,687,817,494,1009,591,516,579,441,794,537,612,687,494,,697,451,666,525,568,473,602,483,494,783
9-2-3=,4,0,4,S,yes,2,537,462,495,591,451,461,569,462,677,559,537,988,590,493,569,322,579,527,505,784,655,763,591,461,430,623,591,483,600,569,450,645
7-1-2=,4,0,4,S,yes,2,473,473,515,462,429,355,344,580,591,591,612,752,526,634,591,440,666,472,548,602,687,634,644,462,580,569,623,505,602,569,505,698
8-1-3=,4,0,4,S,yes,2,709,471,472,568,408,547,473,505,804,784,580,633,666,601,537,633,837,493,515,709,688,795,569,473,515,677,505,441,601,473,527,462
9-2-3=,4,0,4,S,yes,2,462,623,602,720,,516,460,440,611,622,495,569,602,709,612,483,634,366,493,837,654,880,570,419,493,602,,473,590,569,483,
9-3-1=,5,0,5,S,yes,2,,482,516,291,386,666,525,505,741,666,,,570,730,687,505,730,590,569,569,623,623,,397,580,762,526,515,623,612,591,602
8-1-2=,5,0,5,S,yes,2,516,569,559,397,516,644,516,516,870,654,484,870,623,730,559,483,569,591,569,859,730,601,848,537,537,645,601,462,751,548,537,580
7-1-1=,5,0,5,S,yes,2,505,546,559,579,376,493,516,483,611,697,494,473,666,570,526,484,580,676,580,859,773,548,548,451,515,687,580,429,612,546,,666
9-2-2=,5,0,5,S,yes,2,462,505,548,634,376,397,526,548,837,601,462,838,655,537,591,505,613,537,483,472,654,676,751,613,504,687,570,504,805,601,645,613
